channel_id,category
UC_cZYFovNQTsKw1ZLmO_AMA,big
UCsSUkRB922RvbC4rPcTypjA,small
UC3Q1VE_Kb519P26XMxiJ_cw,small
UCW3VI9s3Dw8o1ekgjI3FCzw,big
UCDKjhgRoPF1CQk7HluMz23A,big
UCWSsHdxrwVLlOSdPJ44y9sw,big
UCsXlHKxpQeCmShs_kLO2Pyw,small
UCueOZEvMffxjJyVO1fGiJNQ,medium
UCMPy2CI_vB1l4k8h9-FzAoQ,big
UCAPvI60YUcXZcc_1VuwUpJw,medium
